day,quarter,actual_regime,pred_regime,correct,rev_hard,rev_soft,rev_stoch,rev_perfect,rev_oracle
1801,Q2,10,9,False,71246.01068880997,86036.80177119996,65046.79743408003,110948.60177369982,133124.76695638243
1802,Q2,7,1,False,25828.799999999992,51460.60000000002,54397.40000000005,124840.6,275632.6058922969
1803,Q3,7,10,False,32336.399999999965,32923.999999999956,32650.69303465987,29617.599999999988,60417.010800000004
1804,Q3,6,6,True,52598.39999999999,42749.40000000001,40560.60000000001,52598.39999999999,87951.53084874038
1805,Q3,11,3,False,27350.060063179793,38432.06499717984,34150.39999999997,52229.39999999997,96619.95324889342
1806,Q3,10,10,True,80481.40000000004,26606.199999999993,57015.79999999998,80481.40000000004,154576.98726016656
1807,Q3,4,3,False,45085.71064043982,46922.42724589997,49303.80000000001,61818.504911499884,90572.75798893148
1808,Q3,5,3,False,207103.13603638986,215867.80002722002,214018.18644994983,219254.8,256975.7951597196
1809,Q3,10,3,False,-482.05106930024886,-2496.6114168000367,-51076.36325354001,159383.19999999995,222001.4118678613
1810,Q3,3,11,False,83868.60000000002,109998.00000000004,101596.60000000005,119501.61378729987,178147.25943451037
1811,Q3,11,10,False,34170.99999999998,33124.999999999985,33472.99999999998,14776.999999999985,76684.86045285805
1812,Q3,1,3,False,235988.47887927978,245379.32473747982,244758.58836444,221208.19775311957,327503.225844963
1813,Q3,0,3,False,100560.61500096988,105986.07364060004,103699.26524243994,119493.14663439986,151817.23487635714
1814,Q3,1,3,False,89953.83148924985,95418.1065082,96847.75512948,88291.70310419978,125817.1937216823
1815,Q3,3,3,True,242843.67373232977,250707.66833969989,234764.61887036992,242843.67373232977,284261.073905879
1816,Q3,3,3,True,226961.76675066972,228980.54094967985,230017.69330596982,226961.76675066972,259965.712336
1817,Q3,3,3,True,66533.86669916983,68895.57999,65280.52998399998,66533.86669916983,102989.49987604088
1818,Q3,5,5,True,174415.5999999999,161305.39999999988,142334.16107849986,174415.5999999999,214526.28945535998
1819,Q3,8,6,False,30692.200000000023,34567.80000000002,24910.835991119784,18049.717829629895,67896.56159999999
1820,Q3,5,3,False,34828.229551379816,40026.29097500986,41330.2,39232.59999999999,64243.62085983883
1821,Q3,3,3,True,197830.78513408982,206639.02398110996,203954.55832311983,197830.78513408982,233698.24348580002
1822,Q3,3,3,True,78537.36383667984,77895.03716242002,80809.43716242004,78537.36383667984,129749.94792180878
1823,Q3,3,0,False,250500.2359879998,253548.35201240002,260420.53927302,254754.54232140986,302224.7793874535
1824,Q3,6,3,False,22388.97656689977,18051.01059703996,35176.34818958439,105753.20000000003,161975.44249729792
1825,Q3,5,6,False,35283.600000000035,40486.400000000016,32698.20575889972,42260.60000000001,68750.3916
1826,Q3,5,3,False,186122.19216023985,228073.10007300004,233887.04116569998,239746.20000000004,269445.11787136155
1827,Q3,1,3,False,283164.4722301699,302258.9643408,263608.6942698001,301965.6834047596,367637.7798548145
1828,Q3,3,3,True,232926.59217531988,234435.85775023996,230957.16996893997,232926.59217531988,268630.8786456
1829,Q3,3,3,True,233189.1176545397,231971.77063447988,242836.63588387967,233189.1176545397,285804.83205127023
1830,Q3,3,3,True,238694.99214769984,233244.07263456,230337.05625524002,238694.99214769984,285668.7200530777
1831,Q3,3,3,True,36742.72453479984,38527.06640159997,39290.77516168,36742.72453479984,61731.909
1832,Q3,6,6,True,42172.19999999999,44429.19999999999,48865.97341469989,42172.19999999999,70117.84980174976
1833,Q3,10,6,False,77147.80000000002,79020.59999999999,-32984.39999999998,263068.80000000005,314897.5010342574
1834,Q3,5,0,False,167570.84958159985,217193.00741391996,183080.04583051006,223472.19999999998,259135.90921120002
1835,Q3,3,3,True,208238.46696596983,207464.05287264,209103.61912719996,208238.46696596983,236542.94072459996
1836,Q3,5,3,False,164508.04324284976,163633.75554687995,150044.84242239987,207485.80000000002,248190.93441054074
1837,Q3,3,3,True,207740.14141024993,207365.61998730007,209975.67518205012,207740.14141024993,246968.4367491058
1838,Q3,3,3,True,246805.17977334984,250272.9597664,254797.93300239998,246805.17977334984,284111.7782567624
1839,Q3,3,3,True,215018.56186557986,216218.464582,224871.34838800004,215018.56186557986,271201.05224588065
1840,Q3,11,3,False,43888.341757669856,44331.515488199955,39625.72463365982,45275.799999999996,95575.18835657214
1841,Q3,8,1,False,62973.597306400035,119441.20000000001,114939.172065,123454.36558178,212812.9990892
1842,Q3,4,6,False,117113.00000000001,141426.59999999992,45830.800000000025,214416.05608415982,298519.47504512774
1843,Q3,3,3,True,193701.00064311989,214323.6,198306.00000000003,193701.00064311989,260310.41857768298
1844,Q3,3,3,True,205189.02540868983,214824.10472907,212352.7733997599,205189.02540868983,252318.92445203714
1845,Q3,3,3,True,203804.78000018987,204472.85695663994,203325.66738705995,203804.78000018987,251238.83270031482
1846,Q3,3,3,True,223782.96232424985,233145.86762920005,217749.9082598799,223782.96232424985,263103.4236307827
1847,Q3,3,3,True,192364.34710991988,194928.63530431996,196380.25319976002,192364.34710991988,232498.8731854031
1848,Q3,6,3,False,27119.30916114984,23415.472786159968,46229.472786159895,55184.000000000044,104818.2243756401
1849,Q3,8,8,True,22242.38058975996,68634.80000000006,47972.08616237999,22242.38058975996,242220.38710846932
1850,Q3,4,7,False,260694.19999999995,262335.0,255531.0,267461.57400335994,317504.1655489999
1851,Q3,3,3,True,170915.61148693,185454.7424938,170209.78312920002,170915.61148693,250770.29999107303
1852,Q3,4,5,False,188468.59999999998,204401.39999999997,191667.99999999994,202890.2863979398,256115.1576426911
1853,Q3,3,3,True,172652.35964112988,182440.20000000004,198155.3082303099,172652.35964112988,235360.79223044423
1854,Q3,3,5,False,158167.59999999998,163533.99999999997,172834.7465480998,169920.64450752983,238512.42802672306
1855,Q3,8,3,False,142515.88746583994,133184.2202172,143776.89328715997,105867.55333612,252316.0662088902
1856,Q3,3,5,False,98697.0,95037.20000000001,104231.0,122018.33191821986,213417.83250892232
1857,Q3,1,6,False,182617.39999999994,117388.4,128279.02637360994,127146.98326515978,261576.92611751118
1858,Q3,3,3,True,212224.95495597983,206604.37883095987,198987.4,212224.95495597983,263013.78325060004
1859,Q3,5,3,False,137241.3488249898,186830.04131322986,184913.72938414977,192130.39999999994,221483.09666528314
1860,Q3,8,5,False,168339.8,167148.2,167500.32449032055,93601.16897889994,230411.95096313668
1861,Q3,6,5,False,85051.99999999999,96632.00000000003,93026.07051149993,125871.20000000001,167101.193297066
1862,Q3,5,3,False,111264.03237948984,123132.59999999999,123798.1074117698,167899.80000000005,200786.52462297882
1863,Q3,5,5,True,139316.0,135184.59999999998,135399.47600212978,139316.0,185024.93178126359
1864,Q3,11,5,False,33181.79999999996,32725.79999999999,34314.02292731986,35667.79999999994,64430.0118
1865,Q3,10,6,False,38026.39999999999,38141.999999999985,41224.39999999999,37990.600000000006,92249.23841756028
1866,Q3,1,6,False,85227.99999999994,3345.600000000005,-18003.816562440214,57455.37195695985,318683.5890071055
1867,Q3,6,6,True,46487.79999999998,44741.4,51555.399999999994,46487.79999999998,80641.26270062191
1868,Q3,10,6,False,44944.19999999999,40081.599999999984,66953.39999999998,104261.2,145556.01427886583
1869,Q3,5,3,False,58957.94507095985,117760.8,137321.65968399987,179174.0,257749.29176023236
1870,Q3,3,5,False,191639.8,178804.79999999996,184443.8,168310.1705308298,227248.9424388617
1871,Q3,8,4,False,51838.2957377199,45428.8,54701.688719039856,34585.45500905989,86005.7923157584
1872,Q3,5,5,True,174189.19999999992,162968.79999999993,173189.64822696985,174189.19999999992,202927.37668052118
1873,Q3,8,7,False,64251.2,68436.40000000002,75108.20000000003,56636.02033212,162201.51269305433
1874,Q3,6,7,False,92602.20000000003,94129.88233019986,93092.28760845993,163220.80000000002,209438.0618313679
1875,Q3,5,7,False,141220.39999999997,143754.99999999997,144225.79999999996,182032.59999999998,284672.5738629342
1876,Q3,3,5,False,139731.39999999997,118636.35977409988,131287.6,139919.5336559299,240009.70521420002
1877,Q3,6,4,False,8616.579965719917,5230.800000000023,2976.599999999994,105053.8,161443.61095849058
1878,Q3,11,6,False,26491.799999999992,30701.99999999998,30864.0,36209.59999999998,81729.56623493202
1879,Q3,5,5,True,172230.4,171552.59999999998,173144.48772863988,172230.4,202055.90641251038
1880,Q3,1,3,False,112499.60540590997,112993.38842806997,115606.40000000001,119003.79203907981,158894.27047504214
1881,Q3,3,3,True,163964.56000718992,165814.40000000005,153682.07352895994,163964.56000718992,207835.8766912
1882,Q3,5,8,False,75122.8812454499,134655.0703483999,145840.5580293999,155123.79999999996,213476.41307740027
1883,Q3,3,8,False,86641.84664273991,118241.0925466799,109655.50427751991,129862.98606868989,240131.32224058625
1884,Q3,5,4,False,182256.79549809985,180518.1841257998,182806.62961499978,196356.59999999995,275526.46958266734
1885,Q3,8,3,False,120583.7268405499,160424.40000000002,166915.7128780799,98951.40469046996,223258.58372908653
1886,Q3,1,5,False,169234.80000000002,132793.6,158889.59999999998,89750.2297248798,267737.69886773964
1887,Q3,8,5,False,40466.60000000003,46431.60000000002,31403.800000000025,38962.95982293995,232937.89542902447
1888,Q3,5,0,False,214775.85929279993,204989.99999999997,206839.99999999994,238083.7999999999,328292.49017070653
1889,Q3,4,5,False,238268.39999999997,238235.99999999997,224812.8,229898.78484509976,325229.09922911186
1890,Q3,10,6,False,52921.79999999997,51850.200000000004,45705.4,44004.39999999999,79400.47662704754
1891,Q3,5,11,False,204002.20000000004,206901.40000000002,202747.00000000006,207427.00000000003,245214.40922858808
1892,Q3,11,5,False,54438.19999999998,54391.399999999994,57686.71179361983,61140.6,102092.24427709497
1893,Q3,4,4,True,299114.5267609797,297594.8827933098,301431.2768786198,299114.5267609797,355771.36502160004
1894,Q4,0,0,True,117944.97790850977,110905.1679783599,148788.79999999993,117944.97790850977,311792.0379886104
1895,Q4,6,9,False,-64478.99248059993,70854.40000000001,28909.4,206615.6,461058.81900510495
1896,Q4,9,4,False,122311.00000000006,146885.40000000005,125797.00000000003,151363.5977075,189631.83732591476
1897,Q4,8,9,False,210916.6075194001,242324.62329220006,203869.6854768001,288501.0933632001,356088.96825999994
1898,Q4,8,9,False,158600.6285929798,182531.74143501977,175600.4,252632.67439743972,387985.26193017774
1899,Q4,3,3,True,188160.79999999993,160749.59999999998,178997.79999999996,188160.79999999993,246190.27739703894
1900,Q4,7,8,False,-10092.471064320096,-6729.999999999978,1165.8722827798856,111001.99999999999,155450.0881386318
1901,Q4,0,6,False,154974.0,161146.19999999995,60618.74300820001,64076.88586271982,283702.769763169
1902,Q4,5,10,False,-144881.88159158995,-143692.08159158996,-144312.28693854692,227638.6,376296.79687235097
1903,Q4,9,7,False,167440.8,204015.59999999998,199363.39999999997,165895.53083962976,270504.20841537876
1904,Q4,5,7,False,34857.99999999998,19753.800000000036,116607.76853475996,262190.80000000005,317423.21159206383
1905,Q4,7,8,False,-4619.801057280091,-24156.399999999947,-25665.799999999934,97907.19999999998,330987.3869255867
1906,Q4,8,3,False,124347.79999999996,106474.19999999995,123906.50277890965,125462.14290047986,166947.9476887952
1907,Q4,3,3,True,227323.19999999998,217860.2813875098,217491.40904992985,227323.19999999998,258739.16756367177
1908,Q4,3,3,True,230588.40000000002,230885.40000000002,232869.5722393599,230588.40000000002,263767.68005200004
1909,Q4,3,3,True,242708.4,241305.99999999997,242751.0,242708.4,301920.62620381574
1910,Q4,3,3,True,195386.40000000005,194459.60000000006,195811.32411637998,195386.40000000005,235205.541168
1911,Q4,2,3,False,140648.00000000006,160519.40000000005,167519.15844974987,176964.4978215499,304767.127727352
1912,Q4,5,3,False,93190.59999999998,81949.62013301984,75076.71846267987,210238.39999999994,411877.46568951197
1913,Q4,3,3,True,135255.8,135790.80000000002,135593.62151004982,135255.8,195990.87313452092
1914,Q4,8,3,False,54294.59999999999,48216.59999999998,55942.99999999997,55170.591198079856,77202.98243657353
1915,Q4,4,7,False,33916.20000000003,32696.60000000001,32624.400000000027,33170.20000000001,61525.45533374091
1916,Q4,3,7,False,42986.80000000005,153221.19999999998,125669.60000000003,151241.4,213984.9000832
1917,Q4,7,7,True,37701.2,38554.200000000004,39927.8,37701.2,65212.037506060944
1918,Q4,5,3,False,40778.20000000002,15986.084709639921,12667.927754709814,80533.80000000006,139406.30680822174
1919,Q4,3,3,True,216354.40000000005,208350.60000000003,207875.96044287996,216354.40000000005,250182.2586453172
1920,Q4,11,3,False,161937.8,155133.99356659994,161429.32573194994,164676.86238414,263945.48767609143
1921,Q4,8,0,False,84422.8006307297,78881.6,90534.03136469987,155825.76519935986,423750.62367614306
1922,Q4,11,0,False,111591.20679360979,113636.1883504399,162218.03344561998,209161.83344562002,291881.2036092742
1923,Q4,9,9,True,188280.17984456982,200679.23705742983,194813.87582793972,188280.17984456982,424766.785281829
1924,Q4,11,11,True,171023.92348097992,207939.19999999995,199778.78876431973,171023.92348097992,243956.3480958
1925,Q4,11,11,True,204314.6057906801,219234.20579068005,214038.91400003002,204314.6057906801,244886.161788
1926,Q4,9,11,False,118657.84823004002,122350.4444822499,117790.80482482989,118040.63297600992,187708.80014440484
1927,Q4,9,11,False,32307.893897259997,20672.6,36006.90153309984,21023.94688712984,93772.02368137451
1928,Q4,11,3,False,188218.60000000003,209239.40000000002,184794.99720798992,204461.32733668003,237919.04958800002
1929,Q4,9,11,False,164965.32025560003,163419.92025560007,162182.46828400003,144386.36515399982,329024.70724712353
1930,Q4,0,11,False,159809.6816750399,173688.92959031992,177546.3999999999,154664.78995535985,224513.33625852162
1931,Q4,9,9,True,104152.23013330987,108310.79156134988,105658.00000000001,104152.23013330987,177797.5731924561
1932,Q4,9,9,True,197863.7023754898,199874.19999999995,201851.19999999995,197863.7023754898,235292.38889200002
1933,Q4,11,3,False,159580.19999999998,212304.2,166267.78786777987,207418.7202556,248414.64709989083
1934,Q4,0,11,False,140380.1202556,141198.1202556,136571.37668453594,190324.84017178993,245271.11886000002
1935,Q4,9,11,False,169428.12025559996,178734.55846901986,188273.99999999997,222455.63867997983,310063.8173698
1936,Q4,9,11,False,243240.92025560007,253816.72025560008,187916.76452012977,246159.48906041996,308990.270008
1937,Q4,0,11,False,65811.92025560002,85062.20000000003,52924.213079200024,119935.10913600007,380050.38208826585
1938,Q4,9,9,True,66464.32564872004,72343.4,69297.79894328005,66464.32564872004,141212.1102656002
1939,Q4,9,9,True,163483.40645613984,167593.20000000004,161712.3745538,163483.40645613984,191140.4768786
1940,Q4,7,5,False,131771.20000000007,136998.6,139483.8,142443.2,255076.70566759998
1941,Q4,10,8,False,61212.9630041599,60673.158033239866,58372.572945999884,112923.92094234999,161817.75709716452
1942,Q4,3,5,False,-99323.59999999999,-97039.47182155016,-84729.79999999996,207182.6,253212.1074500723
1943,Q4,6,7,False,22838.600000000013,17264.40000000004,-266.7539203001047,45546.2,85967.11052530832
1944,Q4,3,3,True,207511.80000000005,189875.60000000003,204432.20000000004,207511.80000000005,268572.21792520006
1945,Q4,3,7,False,57842.999999999985,133569.60000000003,95989.60000000002,154243.00000000003,201857.325130077
1946,Q4,5,6,False,-38426.59999999999,-75435.19999999998,41947.54049855996,214339.39999999994,262430.46891920065
1947,Q4,7,9,False,41902.726877959845,36955.200000000004,65316.867770879784,45920.4,131663.5763400176
1948,Q4,5,3,False,28114.40000000001,12615.399999999994,29264.38656733986,72133.19999999998,112539.09979015496
1949,Q4,5,7,False,69824.20000000001,66418.2,-20142.200000000026,140529.79999999987,291768.5209853905
1950,Q4,6,7,False,75295.59999999999,71615.8,50799.55051351981,108175.8,247700.1129754297
1951,Q4,9,3,False,366586.8,349660.2849919996,361716.5999999999,299466.14131199976,466096.10407640005
1952,Q4,11,3,False,186169.00000000003,247145.00000000003,239942.8,250471.7948557601,306266.5087316
1953,Q4,3,11,False,108533.44888329999,116438.22408940982,134508.58398701387,151321.20000000004,334008.2185206409
1954,Q4,11,11,True,247474.97491841996,244904.45593611003,245137.3786812198,247474.97491841996,409078.02792260004
1955,Q4,11,11,True,216893.52025559993,212083.8106207099,214839.06828399998,216893.52025559993,285542.50813280005
1956,Q4,3,11,False,210821.53184254005,234891.52990995988,238394.89644962997,250705.2,290567.16871619166
1957,Q4,11,10,False,273963.1403400299,278496.5835797498,274330.44691482984,273453.07460574,312776.85920580005
1958,Q4,2,11,False,277078.5202556001,288771.68290406,281111.19454351976,303524.91388045985,383576.51640928077
1959,Q4,2,6,False,22030.799999999996,24566.96756423994,15292.400000000009,44909.394211119856,68249.33882042795
1960,Q4,11,3,False,197154.39999999997,210196.59999999998,196482.2665979199,247977.81800918002,296023.77730165934
1961,Q4,3,10,False,204209.55129225986,182477.75129225987,175639.60435013988,274079.6000000001,352171.8656369769
1962,Q4,10,10,True,274863.19313317,275352.6345601,275071.00000000006,274863.19313317,303450.0980826201
1963,Q4,3,0,False,141623.0867667197,119532.36932398984,161386.79999999996,166234.8,274775.10769080004
1964,Q4,11,3,False,123713.59999999999,220983.59999999998,195565.0593426999,240666.52025560004,270597.01427200006
1965,Q4,11,11,True,203877.78006700004,206970.90116299994,193310.80000000005,203877.78006700004,267883.2096662545
1966,Q4,11,11,True,198638.10096532005,197872.09448619996,187909.19806757988,198638.10096532005,222395.675188
1967,Q4,11,11,True,187813.21801475986,191982.0035513997,125033.65258796142,187813.21801475986,233030.54574343836
1968,Q4,3,10,False,158613.48040235997,171926.68040235998,166692.02916403982,194829.80000000002,267647.4891168876
1969,Q4,3,10,False,190787.40425141001,187233.80425141004,185571.20425140994,235893.00000000003,326125.819098
1970,Q4,10,11,False,195906.94148023997,197571.8277621599,202146.7065358299,206332.59586027998,243140.84750400003
1971,Q4,11,10,False,254337.84020797,254097.44020796998,253448.83431895985,252548.81157826,293226.5362144
1972,Q4,10,10,True,269479.22208404995,271846.47946100007,277640.9662274699,269479.22208404995,349770.27242
1973,Q4,3,10,False,153940.67929460996,160317.66872819996,133740.6687282,157125.99999999997,227871.24311259616
1974,Q4,3,11,False,217778.7537080401,237830.58413535988,216927.68087560008,229298.40000000002,307860.57961178455
1975,Q4,3,10,False,133367.01172796,138554.3038552,142876.004651413,147194.19999999998,197511.72416717611
1976,Q4,10,11,False,76937.84373472002,86731.00000000003,70894.64373472003,73240.67342384002,107535.52112334773
1977,Q4,11,11,True,274247.1897133799,272376.53373079,270772.43216627196,274247.1897133799,303306.13798800006
1978,Q4,10,10,True,270614.71824240003,274349.5182424,260179.55232320004,270614.71824240003,321593.18404120003
1979,Q4,11,10,False,282785.6422982001,317305.668284,319235.44513863995,327587.72025560006,368751.2787166
1980,Q4,11,11,True,195212.5202556,195972.6075058599,194573.37957016996,195212.5202556,216910.17967200006
1981,Q4,11,11,True,193306.3202556,195448.0711578399,171565.65597853545,193306.3202556,218659.821556
1982,Q4,11,11,True,195543.1202556,203683.04205759987,195178.6531824807,195543.1202556,264819.695556
1983,Q4,11,11,True,193778.9202556,197278.9048759999,184330.4380738769,193778.9202556,214720.52387200005
1984,Q4,2,11,False,102208.71768720004,86761.75444760002,85163.48085460001,186894.0344464699,321105.461976
1985,Q4,1,7,False,30485.200000000066,30485.200000000066,30975.294712029834,45803.00000000014,62005.1346
